screen_name,u_fol,u_fav,u_lis,u_sta,u_fri,ver,hash_freq,avg_ret,avg_fav,source,sentiment
DohareyShiv,13,215,2,200,38,False,88.4,7.2,0.9,Twitter for Android,5
CLAIMSOU45490,389,40,12,5170,1050,False,-1,0.1,0.0,LinkedIn,5
aapakhi,760,3038,20,9177,204,False,16.714285714285715,63.25,2.05,Twitter for Android,4
gyanguru2707,823,10396,90,109459,971,False,27.0,55.05,0.0,Twitter for Android,5
logicalindianz,2220,4946,60,44654,1476,False,26.714285714285715,64.3,0.05,Twitter for Android,5
KhalidAlrazooqi,5471,3741,131,16897,1078,True,13.257142857142858,2.6,0.95,Twitter for iPhone,5
ChukkuNews,890,2,28,59046,972,False,9.0,0.0,0.0,dlvr.it,3
gops333,27472,197378,180,208831,5907,False,47.375,29.85,0.0,Twitter for Android,4
livestreamebiz,784,1,10,45460,847,False,-1,0.0,0.0,dlvr.it,4
HemanNamo,20266,15935,161,57058,214,False,-1,8.9,2.3,Twitter for iPhone,4
rahulpanchal8,1109,15308,41,28975,2968,False,78.0,31.05,0.0,Twitter for Android,5
Ntnsharma,23,2,6,186,82,False,2.2857142857142856,0.05,0.25,Twitter Web Client,6
vivekjha1990,252,272,2,456,1041,False,-1,85.84210526315789,0.21052631578947367,Twitter for Android,5
HarmeetJolly1,7,3,0,20,71,False,111.5,0.0,0.05,Twitter for Android,5
vsrajawat7557,524,208,8,1677,341,False,75.71428571428571,56.7,0.15,Twitter for Android,4
yaajushi,182,44,40,42197,83,False,-1,74.95,0.0,Twitter for Android,4
Sharma_S5,698,3464,7,5721,104,False,1.0,118.4,0.6,Twitter for Android,5
AliZulfequar,39,44,0,36,38,False,1.0,0.0,0.85,Twitter Web Client,6
raolamadhu,10,3,0,17,87,False,11.0,2.0,0.0,Twitter Web Client,5
SwamyBhakt,959,2056,26,51115,177,False,80.5,58.1,0.25,Twitter Web Client,5
BoneyXavier,338,4271,33,7055,252,False,2.75,464.2,0.05,Twitter for Android,6
shailesh196811,8,156,0,38,41,False,-1,0.0,0.35,Twitter for Android,7
sahebsrkfan,57,693,4,862,323,False,11.11111111111111,64.55,0.0,Twitter for Windows Phone,5
nifan12,17,1,0,4,60,False,-1,0.0,0.2,Twitter for BlackBerry,6
s_amanullah,822,2402,26,22368,585,False,25.5,47.45,0.05,Twitter for Android,4
vinayakjeergal,1197,5056,126,95464,2621,False,2.5,277.95,0.0,Twitter for Android,4
madhav_padhiyar,28,25,0,26,380,False,6.909090909090909,54.7,0.0,Twitter Web Client,5
_Anshbits_,71,1479,3,3369,234,False,11.666666666666666,1477.4,0.0,Twitter for Android,5
CaDeepakvats,1391,52663,89,69951,381,False,36.888888888888886,525.5,0.0,Twitter for Android,6
Khan15675111,2,61,0,21,50,False,3.0,1.55,0.0,Twitter for Android,5
Harjindersi,10,121,0,60,96,False,3.6666666666666665,832.45,0.1,Twitter for Android,5
RajkrisMenon,1183,13016,65,18019,2310,False,50.75,47.95,0.0,Twitter Web Client,5
Mohanac23448078,7,253,2,3750,28,False,7.0,106.65,0.15,Twitter for Android,4
yumjaoleima,1651,14767,82,80662,596,False,-1,65.35,0.15,Twitter for iPhone,5
TheDeccanHerald,13338,57,405,90814,127,True,34.43589743589744,0.6,0.3,Twitter Web Client,4
haroonsheikh786,826,214680,175,144645,116,False,88.25,36.0,0.2,Twitter for Android,6
thebakwaashour,9425,10581,89,23338,240,False,66.5,9.8,4.15,Twitter for Android,5
ddpandya,125,1985,16,10593,376,False,-1,2635.1,0.0,Twitter for Android,5
satishacharya,20586,517,353,15668,343,True,41.5,42.55,23.05,Twitter Web Client,4
KINGOFCHNI,2875,3274,33,58706,250,False,2.25,80.2,3.9,Twitter for Android,4
Nn84Naganatha,7746,2562,28,2330,61,False,6.461538461538462,61.4,119.8,Twitter for Android,5
Nikita197j,390,1790,14,4637,451,False,134.16666666666666,443.45,0.7,Twitter for iPhone,5
_toxfire,808,9150,22,49771,1358,False,-1,24.5,0.0,Twitter Web Client,5
lokeshdesigner,191,2905,7,7713,329,False,29.5,245.3,0.0,Twitter Web Client,6
DaaruBaazMehta,32868,17847,142,20898,1864,False,-1,60.5,5.5,Twitter Web Client,5
VINAYDOKI,16,9,0,6,12,False,45.5,341.5,0.0,Twitter Web Client,7
UrjitPatelRBI,7830,8,15,189,48,False,41.0,104.4,1.6,Twitter for iPhone,5
KailashOnline,37559,465,104,5344,309,True,34.72727272727273,29.65,92.1,Twitter Web Client,5
NewsRepublic_IN,323,68,145,4460,323,False,38.55813953488372,0.65,0.75,Twitter for Android,4
RajeshKTripathy,374,438,9,1241,134,False,26.75,31.7,0.0,Twitter for Android,6
Odishanews360,396,59,59,3451,66,False,56.68181818181818,0.1,0.25,Twitter Web Client,3
prabhukoppal,253,391,5,6977,1384,False,42.5,237.7,0.0,Twitter for Android,6
Shanktan,10489,1130,38,12695,498,True,10.0,442.2,3.4,Statusbrew,7
ibnlokmattv,50226,100,132,51284,64,True,-1,0.65,2.1,IBNLokmat,5
dpatell19471,124,1685,7,5392,414,False,29.0,524.95,0.0,Mobile Web (M5),5
rajkuma04775211,83,5085,0,1308,252,False,3.8,93.2,0.0,Twitter for Android,5
shahil1123,900,14578,17,6959,3044,False,48.22222222222222,123.7,1.25,Twitter for Android,4
SitaramYechury,61769,42,171,1946,2,True,31.5,196.45,194.5,Twitter for iPhone,4
ElvRaja,487,4683,8,3080,895,False,5.285714285714286,3288.8,0.0,Twitter for Android,4
IndiaSpeaksPR,47613,2873,382,1864,823,False,10.5,9633.6,16.1,Mobile Web (M5),4
pushpasbg,8775,2538,66,93367,155,False,40.25,42.1,0.0,Twitter for Android,5
jspandey_,26035,30734,339,305458,15493,False,69.5,46.9,0.0,Twitter for Android,5
d889e9b8440f4db,1024,69353,140,132746,1099,False,15.0,216.4,0.0,Twitter for Android,5
INirajVerma,61275,255411,358,353700,1264,False,5.75,151.65,0.0,Twitter for Android,5
ficci_india,63962,781,582,27914,412,False,7.5,2.85,1.95,Twitter for iPhone,6
Pancham_Tyagi,499,89,5,523,2157,False,27.80392156862745,0.35,1.25,Twitter Web Client,4
Synergyspeak,381,1126,97,25675,719,False,9.5,58.6,0.0,Mobile Web (M2),4
narulaAlka,2043,19585,49,14264,327,False,38.0,39.35,1.75,Twitter for iPhone,5
HEMANTtripathy,119,195,8,1676,408,False,19.548387096774192,28.5,0.05,Twitter for Android,5
I__Am__Ram,468,179,26,36602,1314,False,25.8,589.6,0.0,Twitter Web Client,5
JayaHoIndia,4482,1703,132,60958,493,False,65.0,22.25,0.05,Twitter Web Client,4
VipulPa15910506,16,2460,12,2274,23,False,40.24324324324324,500.8,0.0,Twitter for iPhone,5
Gitanjali_DS,877,11182,17,7316,38,False,28.85,2.7,4.2,Twitter for iPhone,5
awake1975,13,956,11,5194,130,False,15.25,67.4,0.0,Twitter for Android,5
madhavsamant,184,219,6,1724,658,False,22.88888888888889,626.6,0.65,Twitter for iPhone,5
konark_goel,135,315,19,16059,154,False,94.16666666666667,3484.05,0.05,Twitter Web Client,4
GVenkat161175,14,7,0,280,17,False,13.222222222222221,0.15,0.2,Twitter for Android,4
bipinpa93513886,261,1408,5,4690,567,False,-1,163.8,0.0,Twitter for Android,5
Intolrance2016,2851,77607,95,56944,164,False,50.0,172.6,0.0,Twitter for Android,4
jkztx18,105,10893,0,225,272,False,30.4,1225.3,0.0,Twitter for Android,5
samadesh,282,94,21,12070,727,False,4.666666666666667,173.45,0.0,Twitter Web Client,4
unsravi,99,888,4,4248,685,False,155.0,15.3,0.55,Twitter for Android,5
madhupatil836,44506,62762,86,121300,29511,False,51.92857142857143,6.6,2.05,Twitter for Android,5
ahmedpatel,75016,0,161,783,15,True,-1,381.7,568.95,Twitter for iPhone,4
ranjitthiya,109,7545,44,17168,320,False,23.666666666666668,738.8,0.0,Twitter for Android,4
DenNehaS,882,13073,17,11913,205,False,123.0,110.4,0.95,Twitter for Android,6
arbind1982,193,1512,7,5303,207,False,65.42857142857143,223.1,0.0,Twitter for iPhone,4
ANI_news,1328271,0,2478,198557,0,True,106.66666666666667,17.45,25.75,Twitter Web Client,4
profabanerjee,74,866,7,1543,276,False,11.166666666666666,99.8,0.0,Twitter for Android,5
cmanityagi,325,14053,31,24527,297,False,39.0,316.1,0.0,Twitter for Android,5
singhsdv,4798,26425,57,111058,1145,False,97.0,222.2,0.0,Twitter for Android,4
Jai74863750,29,2194,4,2415,367,False,1.0,106.85,0.0,Twitter for Android,4
ShekharGupta,857312,7216,1105,8165,1081,True,22.4,30.842105263157894,59.8421052631579,Twitter for iPad,4
sadelhisatish1,335,3171,80,46827,406,False,51.0,89.85,0.0,Twitter for Android,5
ET_Wealth,37535,112,504,15266,31,False,12.421052631578947,4.3,4.2,TweetDeck,5
Mugavarii,10617,2111,11,15583,210,False,-1,0.15,0.2,Twitter Web Client,6
bearlytech,2185,32630,5175,65215,5,False,63.8125,16.65,0.0,Twitter for iPhone,5
MoneyMarketTour,66,34,74,566,153,False,38.354838709677416,1.15,0.0,Twitter for Android,5
10anandrai,344,72391,30,32065,242,False,55.2,42.5,0.05,Twitter for Android,4
sanjaynirupam,73327,534,252,14814,717,False,102.08333333333333,414.5,39.65,Twitter for iPad,4
ashoswai,1576,1381,120,12834,595,False,18.142857142857142,10.15,2.65,Twitter for iPhone,4
i_me_my5elf,3317,3834,100,60200,438,False,94.36363636363636,24.2,0.1,Twitter for iPhone,5
hawee72,206,5956,2,2647,355,False,46.666666666666664,201.35,0.05,Twitter for Android,5
sharng_,429,1287,90,30233,99,False,69.42857142857143,86.7,0.0,Twitter for Android,4
SirohaPraveen,44,1262,3,1278,39,False,6.0,78.1,0.2,Twitter for Android,5
vidyarthee,17295,3197,62,2544,951,False,53.5,226.3,136.3,Twitter for iPhone,5
kulkarnisatish,45,11,2,140,254,False,50.285714285714285,176.45,0.2,Twitter for Android,6
SKRinten,671,196,5,798,399,False,76.0,48.25,0.35,Twitter for Windows Phone,4
puranikalok,2826,14,23,3829,948,False,149.2941176470588,0.9,2.15,Twitter Web Client,5
periyakulam,141058,263356,519,103721,95765,False,12.181818181818182,12.55,2.25,Twitter for iPad,5
aniljug,66,503,5,7693,152,False,2.6666666666666665,516.45,0.0,Twitter for Android,3
Musica_speaks,725,18549,17,4342,620,False,8.75,4304.473684210527,1.8421052631578947,Twitter for Android,4
puriyash41,281,5802,63,35073,1043,False,96.0,33.85,0.0,Twitter for Android,6
EconomicTimes,2066056,191,6828,251541,34,True,15.0625,4.0,5.2,TweetDeck,4
RawAgentNo1,1155,4738,16,7608,438,False,2.2,100.2,0.3,Twitter for iPad,5
ragub6,2770,198,161,84617,1641,False,-1,311.65,0.65,Twitter Web Client,5
DrMandeep9,40,139,0,78,497,False,37.0,281.1,0.0,Twitter for Android,6
Hemchand199,1780,580,12,1593,138,False,31.25,287.0,0.0,Twitter for iPhone,4
TheChanakyan,455,38180,74,85706,513,False,13.5,204.3,0.05,Twitter for Android,5
DrGPradhan,65577,4917,394,135965,3,False,-1,148.55,188.05,Twitter Web Client,4
retweetkrengeab,294,65,98,82188,296,False,-1,172.05,0.0,Twitter for Android,5
abjaaj,67,39,1,210,30,False,57.666666666666664,67.55,0.2,Twitter for Android,5
Bharatc88752526,18,695,1,701,47,False,80.66666666666667,719.85,0.0,Twitter for Android,5
arjunrammeghwal,28688,471,87,5482,579,True,9.928571428571429,38.95,26.75,Twitter for iPhone,5
thecableguy201,125,2073,32,23771,152,False,50.333333333333336,99.25,0.0,Twitter for Android,4
premkideeweni,294,3752,565,64297,83,False,15.0625,0.0,0.0,IFTTT,4
ShankarGopalak,161,10,5,927,83,False,68.25,62.2,0.0,Mobile Web (M5),4
nit_set,8764,2143,241,17309,1520,False,31.0,7.8,1.2,Twitter for Android,4
bhovegora,80,5081,25,9537,93,False,26.5,1176.45,0.0,Twitter for Android,4
meghwanshi_p,1059,30222,27,15651,1266,False,191.0,563.6,0.0,Twitter for Android,5
AreuMyB1tch,113,10037,12,7542,265,False,2.0,175.9,0.4,Twitter for iPhone,4
srirambjp,17134,39544,113,32702,997,False,7.0,262.95,7.9,Twitter for Android,4
SureshB127,3951,2141,119,90662,1226,False,4.0,318.45,0.65,TweetDeck,5
dharamsahab,8868,661,70,81768,679,False,25.2,28.7,0.0,Twitter for Android,5
AshiQuotes,36467,66752,142,115472,4914,False,-1,56.5,1.3,Twitter for Android,4
TheTrueBhartiya,2,5,1,30,94,False,43.32203389830509,0.45,0.0,Mobile Web (M5),5
0yJpmoYwhoNCj33,0,0,0,3,20,False,9.6,267.0,0.1,Twitter for Android,5
PhilDeCarolis,3878,9,1493,856359,48,False,6.5,23.3,0.0,Twitter for iPhone,4
bharathkumarsk,432,8609,48,10649,1120,False,-1,103.85,0.1,Twitter for Android,4
1c222626a7d642b,57,1363,1,1069,312,False,13.5,360.35,0.15,Twitter for Android,4
dinoopbk,50,45,1,645,198,False,50.666666666666664,22.3,0.1,Twitter for Android,5
poojasodhi,210,999,8,1686,319,False,29.8,112.5,0.05,Twitter for Android,5
rameshsethu,5406,9515,193,171677,1840,False,73.33333333333333,605.5,0.3,Twitter for Android,4
Ghanshy66984733,210,569,255,5992,542,False,7.615384615384615,552.45,0.0,Twitter for Android,5
ISupportMyPM,12283,16,11,226,12718,False,19.6,13.5,27.25,Twitter for Android,5
GunvantSr,363,1181,30,14240,127,False,1.0,3123.4,0.15,Twitter for Android,6
SharadBhansali,125,35,2,801,87,False,10.0,318.8,0.15,Twitter for iPhone,5
Akhil_Aqeel,4,1627,0,245,76,False,63.75,31.8,0.2,Mobile Web (M5),4
Tkarera,12165,21794,1611,40554,8976,False,13.735294117647058,0.1,0.1,Twitter for iPad,4
kumarmanish9,6694,1176,733,38591,1528,True,80.375,12.3,2.5,Twitter for Android,4
hareshmakhija61,33,1028,2,643,100,False,3.5,664.3,0.0,Twitter for iPhone,6
prashanthRaich1,10,9,1,9,68,False,13.25,43.05263157894737,0.0,Twitter for Android,5
shalendra100,1551,3567,26,30240,708,False,10.25,512.45,0.15,Twitter for Android,5
vickyindia89,619,24009,4,2627,1856,False,42.4375,425.3157894736842,1.1578947368421053,Twitter for iPhone,4
Hari_Natham,1707,977,0,12221,803,False,26.0,40.45,0.15,Put your button on any page! ,5
SurendraVishn17,280,34276,3,3917,457,False,103.28571428571429,488.8,0.0,Twitter for Android,5
astrologysuport,1889,672,12,11732,788,False,3.0,0.0,0.0,Facebook,5
Daily_NCP,2294,3510,23,8853,193,False,5.5,36.15,0.0,Twitter for iPhone,5
Awhadspeaks,20241,111,58,9363,147,False,26.941176470588236,154.35,22.75,Twitter for iPhone,5
WeRNCP,1382,1689,16,6647,188,False,53.8,43.65,0.0,Twitter for iPhone,5
FoodmfgUK,333,0,738,8762,21,False,5.8,1.1,0.0,Retweet Tweets,5
socialnews_xyz,497,28,996,114664,503,False,16.27027027027027,0.0,0.0,Facebook,4
agk4444,308,24,957,107379,322,False,16.27027027027027,0.0,0.0,Facebook,4
NCPAbad,1170,1972,21,6920,216,False,5.5,36.55,0.0,Twitter for iPhone,5
Keerthi1210,13,271,4,110,13,False,10.428571428571429,222.95,0.05,Twitter for Android,5
SadhguruJV,195433,1,612,4693,1,True,16.88888888888889,587.75,1333.35,Hootsuite,6
Myth_Busterz,16460,193,132,27585,133,False,34.44444444444444,342.05,176.75,Twitter Web Client,5
jain_ashoka,30,935,2,1239,110,False,56.81818181818182,86.45,0.0,Twitter for Android,5
RajdeepSahrawat,193,507,9,10229,162,False,13.0,127.35,0.2,Twitter for Android,5
parashah91,3726,5463,60,18008,2617,False,5.933333333333334,669.45,2.5,Twitter Web Client,5
SoftAjay,218,1507,20,17743,333,False,75.0,146.7,0.0,Twitter for Android,5
Viralchirp,0,0,0,1,85,False,86.0,0.0,0.0,Twitter for Android,7
Sureshrathi20,15,0,0,1,93,False,171.0,0.0,0.0,Twitter for Android,7
avanish15792,5,0,0,4,92,False,171.0,188.25,0.0,Twitter for Android,5
mandeepinsan8,79,430,0,1491,412,False,-1,0.0,0.0,Twitter for Android,5
tapaskumar2,2,0,0,1,28,False,1.0,0.0,0.0,Twitter Web Client,3
RAJIV70354291,0,0,0,1,0,False,0,0.0,0.0,None,5
rssurjewala,149531,12,129,1840,77,True,29.555555555555557,169.7,259.75,Twitter for iPhone,4
sujitkumar5555,370,9956,31,14907,632,False,19.5,45.5,0.0,Twitter for Android,5
raja1260,301,10453,66,45515,502,False,4.5,32.25,0.0,Twitter for Android,5
ahmedabadmirror,3959,17,94,5394,150,False,9.461538461538462,1.55,1.7,Twitter Web Client,5
spsingh1402,115,4769,4,2991,195,False,141.25,203.3,3.75,Twitter for Android,4
arunbtgbd,1793,11225,113,82259,140,False,-1,21.05,1.85,Twitter for Android,5
dpsisi,713,7723,65,30994,2122,False,65.0,1080.95,0.0,Twitter for Android,4
vidya7281,8423,25750,47,29754,862,False,67.75,162.3,0.15,Twitter for iPhone,5
somavijay,181,91,14,153,291,False,79.05,47.75,0.05,Twitter for iPhone,5
deepusebastian,2122,1169,52,3601,1134,False,53.1,4358.35,0.3,Twitter for Android,4
MrudulaMergu,48,37,20,38,34,False,54.333333333333336,86.7,0.0,ib_devops,6
iBHubs,355,69,58,139,31,False,46.96,18.4,17.35,Twitter Web Client,6
dhir989,7,116,0,40,26,False,45.63636363636363,334.5,0.0,Twitter for iPhone,4
PainoliD,8152,62359,65,59497,2558,False,38.9,80.4,1.8,Twitter for Android,4
devoirtech,1039,9387,49,69994,1313,False,40.0,32.6,0.25,Twitter for iPhone,6
shailichopra,35486,1392,551,34352,2160,False,16.0,6.15,0.95,Twitter for iPhone,6
yusufmehdi,36,14,4,757,53,False,63.86486486486486,164.85,0.05,Twitter for iPhone,6
UrvashiQureshi,413,19849,34,12040,1950,False,14.8,237.95,0.0,Twitter for iPhone,7
quizderek,925948,3590,1477,32933,376,True,22.545454545454547,12.0,28.6,Twitter for iPhone,6
chirag24576,130,19014,25,9976,125,False,70.66666666666667,65.5,0.05,Twitter for Android,4
PradhanShashank,562,8037,19,21004,885,False,44.666666666666664,46.3,0.35,Twitter for Android,4
abhiirich,100,44,9,8221,97,False,-1,0.1,0.05,Facebook,5
ankurjain200607,411,2455,13,30901,528,False,23.333333333333332,677.25,0.0,Twitter Web Client,4
Jha__Pooja,7624,26937,108,82063,160,False,-1,15.75,5.15,Twitter for Android,5
suraiya95,5630,2681,131,16085,267,False,1.8,61.75,0.65,Mobile Web (M5),5
ndtv,8502652,0,11011,312105,22,True,30.38888888888889,9.0,14.35,TweetDeck,4
alva15226520,29,189,4,1716,106,False,31.333333333333332,266.75,0.1,Twitter for Android,5
mohanra40601705,5,38,16,40,2,False,54.333333333333336,86.7,0.0,ib_devops,6
lovelypenchal,9,38,17,38,40,False,49.58536585365854,79.4,0.0,ib_devops,6
shishupaul02,341,677,7,2012,160,False,3.5,362.0,0.1,Twitter for iPhone,5
PDrsudhakar,436,4295,116,83350,222,False,86.72727272727273,38.25,0.0,Twitter for Android,5
RanaAyyub,132404,4796,794,18498,121,True,-1,1114.25,139.75,TweetDeck,5
iSharmaPuneet,29529,33286,168,45326,462,False,-1,457.1,9.0,Twitter for Android,5
modi_chand1,95,11148,7,14549,100,False,9.076923076923077,322.8,0.0,Twitter for Android,5
ramanmalik,13207,331,73,31676,1080,False,17.4,10.7,2.45,Twitter for Android,6
DigitalAtheist_,4138,1457,27,5599,708,False,139.83333333333334,106.4,0.45,Twitter for Android,5
Dilipsh35787073,35,248,7,2437,17,False,4.142857142857143,20.15,0.0,Twitter for Android,4
probeNSEL,88,473,43,9247,127,False,22.0,21.1,0.0,Mobile Web (M5),2
MrMurali_M,210,7206,10,4906,924,False,82.33333333333333,32.85,0.4,Twitter for Android,5
KottamAkhila,82,61,14,64,148,False,48.47727272727273,86.8,0.0,ib_devops,6
kiranmoora,31,45,13,47,55,False,50.51219512195122,82.3,0.0,ib_devops,6
poornapc541541,8,42,16,39,5,False,48.47727272727273,86.8,0.0,ib_devops,6
gopikantamneni1,3,40,14,37,7,False,51.95454545454545,87.1,0.0,ib_devops,6
praveenkumark23,3,38,11,37,14,False,48.47727272727273,86.8,0.0,ib_devops,6
shabanamehwish,3,37,16,37,1,False,48.47727272727273,86.8,0.0,ib_devops,6
KonaSubhadra,16,39,15,40,4,False,51.95454545454545,87.1,0.0,ib_devops,6
jogiparthialek1,5,37,12,37,1,False,48.47727272727273,86.8,0.0,ib_devops,6
Srikanthbez1,14,37,13,38,28,False,48.47727272727273,86.8,0.0,ib_devops,6
Chocolate_Navaz,8,37,15,37,1,False,48.47727272727273,86.8,0.0,ib_devops,6
Hem_24cg,22,57,14,43,65,False,48.47727272727273,86.8,0.0,ib_devops,6
Kancharlamouni_,4,37,14,37,79,False,48.47727272727273,86.8,0.0,ib_devops,6
venkatsal,2,40,13,39,3,False,53.93478260869565,87.95,0.0,ib_devops,6
soundaryaib,2,37,13,37,0,False,48.47727272727273,86.8,0.0,ib_devops,6
Malliswari66,3,1,13,37,0,False,48.47727272727273,86.8,0.0,ib_devops,6
ZaveriBhakti,7,2,0,14,138,False,18.666666666666668,1724.25,0.0,Twitter for Android,4
timesofindia,8933683,253,9928,292056,500,True,31.666666666666668,9.3,21.05,TweetDeck,4
mazhar_jafri,42514,59280,109,87024,12192,False,85.7,49.4,3.4,Twitter for Android,4
kanagalspeaks,425,380,23,7504,154,False,42.666666666666664,66.15,0.15,Twitter for Android,4
kvenkatvijay,738,169,12,15223,821,False,71.75,149.25,0.1,Twitter Web Client,5
indiakirasa,2,0,2,21,11,False,1.0,0.0,0.0,Twitter for iPhone,5
RathiSanjiiv,33,2054,6,2184,15,False,35.625,30.15,0.0,Twitter for Android,4
1karnareddy,76,11311,43,11283,94,False,30.0,169.05,0.0,Twitter for Android,4
kt_pugaz,5157,3663,20,39747,872,False,1.5,16.25,0.0,Twitter for Android,5
elasan89,1879,2109,7,9510,191,False,10.473684210526315,76.0,2.7,Twitter for Android,4
Soumitradas4Das,171,6,16,12133,104,False,29.333333333333332,0.0,0.45,Twitter Web Client,4
AyanzPspk,1953,18100,44,69476,437,False,1.6666666666666667,8.55,0.2,Twitter for Android,5
bimal_pr,3630,25180,236,117678,3459,False,21.454545454545453,184.3,0.05,Twitter Web Client,4
vicky20680,491,22515,158,120595,781,False,19.0,278.0,0.0,Twitter for iPad,5
vasanthprabhug,129,1390,5,2251,623,False,21.5,549.95,0.05,Twitter for Android,5
kritika_saxena1,4553,54,56,3407,223,False,13.6,4.4,2.2,Twitter for Android,4
CNBCTV18News,120248,968,599,62817,166,True,-1,0.6,1.35,SnappyTV.com,5
atularya4u,36,25,1,154,29,False,12.285714285714286,309.4375,0.1875,Twitter for Android,5
iritsharma,124,6,2,1706,9,False,28.91304347826087,1506.05,0.1,Twitter Web Client,6
NewIndianXpress,184000,22,1129,426934,468,True,18.5,2.55,0.85,Buffer,3
beingpratik91,1108,839,21,852,238,False,-1,99.75,0.6,TweetDeck,5
eshwarchandra,387,220,22,8026,334,False,2.0,773.45,0.0,Twitter Web Client,5
chiku_76,123,15420,16,14432,548,False,115.0,615.4,0.0,Twitter for Android,4
sarath_civil,417,12697,3,2290,3273,False,1.75,675.2,0.45,Twitter for iPhone,5
IamaroonShah,154,4189,5,2239,305,False,19.0,685.85,0.1,Twitter for Android,5
Ckb1960in,6260,434,24,2511,392,False,8.0,15.9,17.2,Twitter for Android,5
agunan_k,35,20,1,175,247,False,1.25,1176.8,0.15,Twitter for Android,5
opg_i,1692,1216,15,4420,259,False,71.0,600.9473684210526,1.5789473684210527,Twitter Web Client,5
shaileshmishra,1525,8513,94,102795,4998,False,115.85714285714286,317.8,0.0,Twitter for Android,4
